order_id,order_date,business_unit,sku,region,channel,customer_tier,list_price,net_price,discount_pct,quantity,revenue
ORD-000058,2024-01-01,Biopharma Consumables,BIO-005,North America,Distributor,Transactional,828.68,762.22,8.02,111,84606.84
ORD-000059,2024-01-01,Biopharma Consumables,BIO-005,North America,Direct,Standard,828.68,742.14,10.44,58,43044.13
ORD-000060,2024-01-01,Biopharma Consumables,BIO-005,APAC,Distributor,Standard,828.68,732.48,11.61,70,51273.94
ORD-000061,2024-01-01,Biopharma Consumables,BIO-005,EMEA,Direct,Transactional,828.68,795.97,3.95,62,49350.27
ORD-000062,2024-01-01,Biopharma Consumables,BIO-005,North America,Direct,Standard,828.68,726.53,12.33,79,57396.01
ORD-000063,2024-01-01,Biopharma Consumables,BIO-005,EMEA,Distributor,Transactional,828.68,758.5,8.47,58,43992.8
ORD-000064,2024-01-01,Biopharma Consumables,BIO-005,North America,Direct,Strategic,828.68,666.36,19.59,69,45978.98
ORD-000065,2024-01-01,Biopharma Consumables,BIO-005,APAC,Direct,Standard,828.68,751.86,9.27,83,62404.62
ORD-000066,2024-01-01,Biopharma Consumables,BIO-005,APAC,Direct,Transactional,828.68,800.13,3.44,46,36806.15
ORD-000067,2024-01-01,Biopharma Consumables,BIO-005,EMEA,Direct,Strategic,828.68,693.21,16.35,95,65854.69
ORD-000068,2024-01-01,Biopharma Consumables,BIO-005,EMEA,Distributor,Strategic,828.68,652.96,21.2,78,50931.07
ORD-000069,2024-01-01,Biopharma Consumables,BIO-005,North America,Direct,Standard,828.68,745.1,10.09,51,38000.03
ORD-000070,2024-01-01,Biopharma Consumables,BIO-005,APAC,Distributor,Strategic,828.68,647.77,21.83,99,64128.98
ORD-000071,2024-01-01,Biopharma Consumables,BIO-005,North America,Direct,Standard,828.68,716.3,13.56,69,49424.83
ORD-000072,2024-01-01,Biopharma Consumables,BIO-005,EMEA,Direct,Standard,828.68,738.65,10.86,73,53921.18
ORD-000073,2024-01-01,Biopharma Consumables,BIO-005,North America,Direct,Standard,828.68,755.89,8.78,59,44597.38
ORD-000074,2024-01-01,Biopharma Consumables,BIO-005,North America,Direct,Standard,828.68,724.84,12.53,100,72484.14
ORD-000075,2024-01-01,Biopharma Consumables,BIO-005,North America,Direct,Standard,828.68,751.29,9.34,89,66864.68
ORD-000076,2024-01-01,Biopharma Consumables,BIO-005,North America,Distributor,Standard,828.68,730.05,11.9,79,57673.97
ORD-000077,2024-01-01,Biopharma Consumables,BIO-006,North America,Direct,Strategic,828.58,710.54,14.25,108,76738.14
ORD-000078,2024-01-01,Biopharma Consumables,BIO-006,APAC,Distributor,Standard,828.58,706.35,14.75,71,50150.83
ORD-000079,2024-01-01,Biopharma Consumables,BIO-006,EMEA,Direct,Transactional,828.58,785.88,5.15,41,32221.01
ORD-000080,2024-01-01,Biopharma Consumables,BIO-006,North America,Direct,Standard,828.58,737.78,10.96,45,33200.18
ORD-000081,2024-01-01,Biopharma Consumables,BIO-006,EMEA,Direct,Standard,828.58,753.2,9.1,84,63268.82
ORD-000082,2024-01-01,Biopharma Consumables,BIO-006,EMEA,Direct,Standard,828.58,738.55,10.87,55,40620.05
ORD-000083,2024-01-01,Biopharma Consumables,BIO-006,APAC,Direct,Strategic,828.58,673.37,18.73,126,84844.21
ORD-000084,2024-01-01,Biopharma Consumables,BIO-006,APAC,Direct,Strategic,828.58,674.53,18.59,80,53962.4
ORD-000085,2024-01-01,Biopharma Consumables,BIO-006,North America,Distributor,Standard,828.58,715.68,13.62,106,75862.52
ORD-000086,2024-01-01,Biopharma Consumables,BIO-006,North America,Distributor,Standard,828.58,708.51,14.49,79,55972.47
ORD-000087,2024-01-01,Biopharma Consumables,BIO-006,APAC,Distributor,Strategic,828.58,644.24,22.25,100,64423.63
ORD-000088,2024-01-01,Biopharma Consumables,BIO-006,APAC,Distributor,Standard,828.58,710.32,14.27,63,44749.85
ORD-000089,2024-01-01,Biopharma Consumables,BIO-007,North America,Distributor,Transactional,402.66,364.5,9.48,86,31346.69
ORD-000090,2024-01-01,Biopharma Consumables,BIO-007,APAC,Direct,Standard,402.66,365.08,9.33,59,21539.77
ORD-000091,2024-01-01,Biopharma Consumables,BIO-007,EMEA,Distributor,Standard,402.66,356.15,11.55,76,27067.35
ORD-000092,2024-01-01,Biopharma Consumables,BIO-007,APAC,Distributor,Standard,402.66,342.34,14.98,59,20197.97
ORD-000093,2024-01-01,Biopharma Consumables,BIO-007,EMEA,Distributor,Strategic,402.66,303.31,24.67,139,42160.58
ORD-000094,2024-01-01,Biopharma Consumables,BIO-007,North America,Distributor,Standard,402.66,336.67,16.39,95,31983.46
ORD-000095,2024-01-01,Biopharma Consumables,BIO-007,EMEA,Direct,Transactional,402.66,363.17,9.81,58,21063.88
ORD-000096,2024-01-01,Biopharma Consumables,BIO-007,North America,Distributor,Strategic,402.66,320.19,20.48,82,26255.64
ORD-000097,2024-01-01,Biopharma Consumables,BIO-007,North America,Direct,Transactional,402.66,387.58,3.75,53,20541.77
ORD-000098,2024-01-01,Biopharma Consumables,BIO-007,North America,Direct,Standard,402.66,363.79,9.65,88,32013.71
ORD-000099,2024-01-01,Biopharma Consumables,BIO-007,North America,Distributor,Strategic,402.66,318.9,20.8,112,35717.28
ORD-000100,2024-01-01,Biopharma Consumables,BIO-007,EMEA,Direct,Transactional,402.66,381.97,5.14,48,18334.5
ORD-000101,2024-01-01,Biopharma Consumables,BIO-008,EMEA,Direct,Standard,3917.87,3595.28,8.23,61,219312.12
ORD-000102,2024-01-01,Biopharma Consumables,BIO-008,APAC,Direct,Standard,3917.87,3591.35,8.33,92,330403.83
ORD-000103,2024-01-01,Biopharma Consumables,BIO-008,North America,Direct,Standard,3917.87,3520.28,10.15,64,225297.7
ORD-000104,2024-01-01,Biopharma Consumables,BIO-008,North America,Direct,Standard,3917.87,3484.3,11.07,93,324039.71
ORD-000105,2024-01-01,Biopharma Consumables,BIO-008,EMEA,Direct,Standard,3917.87,3624.21,7.5,109,395038.8
ORD-000106,2024-01-01,Biopharma Consumables,BIO-008,North America,Direct,Standard,3917.87,3617.56,7.67,86,311110.12
ORD-000107,2024-01-01,Biopharma Consumables,BIO-008,EMEA,Direct,Standard,3917.87,3468.97,11.46,77,267110.5
ORD-000108,2024-01-01,Biopharma Consumables,BIO-008,North America,Direct,Standard,3917.87,3605.31,7.98,74,266792.92
ORD-000109,2024-01-01,Biopharma Consumables,BIO-008,APAC,Direct,Strategic,3917.87,3308.42,15.56,91,301066.06
ORD-000110,2024-01-01,Biopharma Consumables,BIO-008,APAC,Direct,Strategic,3917.87,3197.6,18.38,103,329353.21
ORD-000111,2024-01-01,Biopharma Consumables,BIO-008,North America,Distributor,Standard,3917.87,3346.82,14.58,36,120485.55
ORD-000112,2024-01-01,Biopharma Consumables,BIO-008,EMEA,Direct,Standard,3917.87,3562.02,9.08,46,163852.8
ORD-000113,2024-01-01,Biopharma Consumables,BIO-008,EMEA,Direct,Standard,3917.87,3403.76,13.12,82,279108.72
ORD-000114,2024-01-01,Biopharma Consumables,BIO-008,North America,Direct,Standard,3917.87,3559.91,9.14,76,270553.06
ORD-000115,2024-01-01,Biopharma Consumables,BIO-008,North America,Distributor,Strategic,3917.87,3045.37,22.27,107,325854.22
ORD-000116,2024-01-01,Biopharma Consumables,BIO-008,EMEA,Direct,Transactional,3917.87,3645.63,6.95,59,215092.11
ORD-000117,2024-01-01,Biopharma Consumables,BIO-008,North America,Direct,Transactional,3917.87,3760.33,4.02,55,206818.13
ORD-000118,2024-01-01,Biopharma Consumables,BIO-008,EMEA,Distributor,Standard,3917.87,3320.36,15.25,78,258987.85
ORD-000119,2024-01-01,Biopharma Consumables,BIO-009,EMEA,Distributor,Strategic,2764.85,2122.64,23.23,102,216509.12
ORD-000120,2024-01-01,Biopharma Consumables,BIO-009,APAC,Distributor,Standard,2764.85,2376.6,14.04,65,154478.79
ORD-000121,2024-01-01,Biopharma Consumables,BIO-009,North America,Distributor,Standard,2764.85,2421.01,12.44,115,278415.69
ORD-000122,2024-01-01,Biopharma Consumables,BIO-009,North America,Direct,Transactional,2764.85,2556.17,7.55,53,135476.79
ORD-000123,2024-01-01,Biopharma Consumables,BIO-009,North America,Direct,Transactional,2764.85,2569.37,7.07,56,143884.87
ORD-000124,2024-01-01,Biopharma Consumables,BIO-009,EMEA,Direct,Standard,2764.85,2506.84,9.33,88,220602.05
ORD-000125,2024-01-01,Biopharma Consumables,BIO-009,North America,Direct,Standard,2764.85,2530.09,8.49,53,134094.86
ORD-000126,2024-01-01,Biopharma Consumables,BIO-009,North America,Distributor,Standard,2764.85,2313.47,16.33,79,182763.95
ORD-000127,2024-01-01,Biopharma Consumables,BIO-009,EMEA,Distributor,Transactional,2764.85,2392.57,13.46,48,114843.59
ORD-000128,2024-01-01,Biopharma Consumables,BIO-009,EMEA,Distributor,Standard,2764.85,2404.22,13.04,61,146657.43
ORD-000129,2024-01-01,Biopharma Consumables,BIO-009,APAC,Direct,Strategic,2764.85,2282.66,17.44,71,162069.08
ORD-000130,2024-01-01,Biopharma Consumables,BIO-009,North America,Distributor,Standard,2764.85,2369.36,14.3,65,154008.11
ORD-000131,2024-01-01,Biopharma Consumables,BIO-009,North America,Distributor,Standard,2764.85,2355.23,14.82,108,254364.93
ORD-000132,2024-01-01,Biopharma Consumables,BIO-009,EMEA,Direct,Standard,2764.85,2489.74,9.95,81,201668.87
ORD-000133,2024-01-01,Biopharma Consumables,BIO-009,EMEA,Direct,Transactional,2764.85,2709.55,2.0,45,121929.9
ORD-000134,2024-01-01,Biopharma Consumables,BIO-009,North America,Distributor,Standard,2764.85,2353.55,14.88,88,207112.77
ORD-000135,2024-01-01,Biopharma Consumables,BIO-009,APAC,Distributor,Transactional,2764.85,2467.53,10.75,69,170259.48
ORD-000136,2024-01-01,Biopharma Consumables,BIO-009,APAC,Direct,Transactional,2764.85,2605.89,5.75,45,117265.06
ORD-000137,2024-01-01,Biopharma Consumables,BIO-009,North America,Distributor,Transactional,2764.85,2497.73,9.66,60,149863.57
ORD-000138,2024-01-01,Biopharma Consumables,BIO-009,APAC,Distributor,Standard,2764.85,2351.0,14.97,117,275067.15
ORD-000139,2024-01-01,Biopharma Consumables,BIO-009,APAC,Direct,Transactional,2764.85,2548.82,7.81,47,119794.52
ORD-000140,2024-01-01,Biopharma Consumables,BIO-009,APAC,Distributor,Strategic,2764.85,2112.06,23.61,61,128835.46
ORD-000141,2024-01-01,Biopharma Consumables,BIO-009,North America,Distributor,Strategic,2764.85,2141.36,22.55,67,143471.02
ORD-000142,2024-01-01,Biopharma Consumables,BIO-010,APAC,Distributor,Standard,3230.12,2848.06,11.83,36,102530.1
ORD-000143,2024-01-01,Biopharma Consumables,BIO-010,EMEA,Direct,Strategic,3230.12,2594.34,19.68,108,280188.63
ORD-000144,2024-01-01,Biopharma Consumables,BIO-010,APAC,Direct,Standard,3230.12,2981.02,7.71,63,187804.16
ORD-000145,2024-01-01,Biopharma Consumables,BIO-010,North America,Direct,Standard,3230.12,2861.05,11.43,70,200273.54
ORD-000146,2024-01-01,Biopharma Consumables,BIO-010,North America,Distributor,Transactional,3230.12,2879.5,10.85,79,227480.34
ORD-000147,2024-01-01,Biopharma Consumables,BIO-010,North America,Direct,Transactional,3230.12,2975.78,7.87,65,193425.88
ORD-000148,2024-01-01,Biopharma Consumables,BIO-010,North America,Distributor,Standard,3230.12,2779.85,13.94,48,133432.57
ORD-000149,2024-01-01,Biopharma Consumables,BIO-010,North America,Distributor,Standard,3230.12,2791.32,13.58,67,187018.15
ORD-000150,2024-01-01,Biopharma Consumables,BIO-010,EMEA,Distributor,Standard,3230.12,2739.83,15.18,93,254803.83
ORD-000151,2024-01-01,Biopharma Consumables,BIO-010,EMEA,Direct,Standard,3230.12,2790.72,13.6,75,209304.13
ORD-000152,2024-01-01,Biopharma Consumables,BIO-010,North America,Direct,Standard,3230.12,2919.08,9.63,42,122601.37
ORD-000153,2024-01-01,Biopharma Consumables,BIO-010,North America,Direct,Standard,3230.12,2859.19,11.48,77,220157.71
ORD-000154,2024-01-01,Biopharma Consumables,BIO-010,North America,Distributor,Transactional,3230.12,2904.21,10.09,63,182965.54
ORD-000155,2024-01-01,Medical,MED-001,North America,Distributor,Standard,239.54,206.72,13.7,115,23772.55
ORD-000156,2024-01-01,Medical,MED-001,EMEA,Direct,Strategic,239.54,198.77,17.02,94,18683.96
ORD-000157,2024-01-01,Medical,MED-001,APAC,Direct,Strategic,239.54,194.2,18.93,104,20196.99
ORD-000158,2024-01-01,Medical,MED-001,EMEA,Direct,Transactional,239.54,225.03,6.06,47,10576.57
ORD-000159,2024-01-01,Medical,MED-001,North America,Direct,Standard,239.54,211.67,11.64,80,16933.44
ORD-000160,2024-01-01,Medical,MED-001,EMEA,Direct,Standard,239.54,214.78,10.34,83,17826.89
ORD-000161,2024-01-01,Medical,MED-001,EMEA,Distributor,Transactional,239.54,221.46,7.55,54,11958.61
ORD-000162,2024-01-01,Medical,MED-001,North America,Distributor,Standard,239.54,208.25,13.06,97,20200.67
ORD-000163,2024-01-01,Medical,MED-001,North America,Direct,Transactional,239.54,224.01,6.49,55,12320.36
ORD-000164,2024-01-01,Medical,MED-001,APAC,Direct,Standard,239.54,211.46,11.72,36,7612.58
ORD-000165,2024-01-01,Medical,MED-001,APAC,Direct,Standard,239.54,211.61,11.66,53,11215.23
ORD-000166,2024-01-01,Medical,MED-001,North America,Direct,Standard,239.54,212.01,11.49,67,14204.57
ORD-000167,2024-01-01,Medical,MED-001,EMEA,Distributor,Strategic,239.54,183.8,23.27,133,24445.34
ORD-000168,2024-01-01,Medical,MED-002,APAC,Direct,Strategic,4369.11,3587.36,17.89,82,294163.6
ORD-000169,2024-01-01,Medical,MED-002,North America,Direct,Standard,4369.11,3944.65,9.72,82,323461.19
ORD-000170,2024-01-01,Medical,MED-002,North America,Distributor,Transactional,4369.11,3872.14,11.37,70,271050.08
ORD-000171,2024-01-01,Medical,MED-002,EMEA,Distributor,Strategic,4369.11,3469.41,20.59,100,346940.81
ORD-000172,2024-01-01,Medical,MED-002,EMEA,Distributor,Strategic,4369.11,3350.88,23.31,139,465772.71
ORD-000173,2024-01-01,Medical,MED-002,EMEA,Distributor,Transactional,4369.11,3961.62,9.33,75,297121.34
ORD-000174,2024-01-01,Medical,MED-002,EMEA,Direct,Standard,4369.11,3825.15,12.45,44,168306.49
ORD-000175,2024-01-01,Medical,MED-002,APAC,Direct,Transactional,4369.11,4041.09,7.51,52,210136.56
ORD-000176,2024-01-01,Medical,MED-002,EMEA,Distributor,Standard,4369.11,3679.48,15.78,69,253884.04
ORD-000177,2024-01-01,Medical,MED-002,APAC,Direct,Transactional,4369.11,4099.06,6.18,36,147566.31
ORD-000178,2024-01-01,Medical,MED-002,EMEA,Direct,Standard,4369.11,3974.07,9.04,46,182807.33
ORD-000179,2024-01-01,Medical,MED-002,EMEA,Distributor,Standard,4369.11,3904.83,10.63,76,296767.15
ORD-000180,2024-01-01,Medical,MED-002,EMEA,Direct,Standard,4369.11,4023.26,7.92,50,201163.25
ORD-000181,2024-01-01,Medical,MED-002,EMEA,Distributor,Transactional,4369.11,3948.76,9.62,79,311951.82
ORD-000182,2024-01-01,Medical,MED-002,APAC,Direct,Strategic,4369.11,3693.62,15.46,73,269634.19
ORD-000183,2024-01-01,Medical,MED-002,APAC,Direct,Standard,4369.11,3832.94,12.27,67,256807.03
ORD-000184,2024-01-01,Medical,MED-002,North America,Direct,Standard,4369.11,3925.29,10.16,62,243368.05
ORD-000185,2024-01-01,Medical,MED-002,EMEA,Direct,Transactional,4369.11,4015.38,8.1,54,216830.5
ORD-000186,2024-01-01,Medical,MED-002,EMEA,Distributor,Standard,4369.11,3754.23,14.07,70,262796.14
ORD-000187,2024-01-01,Medical,MED-003,APAC,Distributor,Standard,3771.13,3200.9,15.12,56,179250.57
ORD-000188,2024-01-01,Medical,MED-003,EMEA,Distributor,Strategic,3771.13,2988.73,20.75,161,481185.67
ORD-000189,2024-01-01,Medical,MED-003,EMEA,Distributor,Standard,3771.13,3173.9,15.84,110,349128.67
ORD-000190,2024-01-01,Medical,MED-003,North America,Distributor,Standard,3771.13,3288.63,12.79,114,374903.74
ORD-000191,2024-01-01,Medical,MED-003,EMEA,Distributor,Strategic,3771.13,2924.36,22.45,96,280738.17
ORD-000192,2024-01-01,Medical,MED-003,North America,Direct,Transactional,3771.13,3577.76,5.13,41,146688.24
ORD-000193,2024-01-01,Medical,MED-003,North America,Direct,Strategic,3771.13,3127.5,17.07,116,362789.68
ORD-000194,2024-01-01,Medical,MED-003,EMEA,Direct,Standard,3771.13,3324.57,11.84,56,186175.78
ORD-000195,2024-01-01,Medical,MED-003,EMEA,Direct,Standard,3771.13,3450.05,8.51,77,265654.11
ORD-000196,2024-01-01,Medical,MED-003,EMEA,Distributor,Standard,3771.13,3181.44,15.64,106,337232.21
ORD-000197,2024-01-01,Medical,MED-003,North America,Direct,Transactional,3771.13,3540.73,6.11,77,272636.11
ORD-000198,2024-01-01,Medical,MED-003,EMEA,Direct,Transactional,3771.13,3537.3,6.2,58,205163.63
ORD-000199,2024-01-01,Medical,MED-003,North America,Direct,Standard,3771.13,3433.85,8.94,87,298745.15
ORD-000200,2024-01-01,Medical,MED-003,North America,Direct,Standard,3771.13,3372.03,10.58,143,482200.61
ORD-000201,2024-01-01,Medical,MED-003,APAC,Distributor,Standard,3771.13,3267.98,13.34,96,313725.83
ORD-000202,2024-01-01,Medical,MED-003,North America,Direct,Standard,3771.13,3363.66,10.8,66,222001.84
ORD-000203,2024-01-01,Medical,MED-004,EMEA,Distributor,Strategic,1073.68,878.14,18.21,89,78154.78
ORD-000204,2024-01-01,Medical,MED-004,North America,Direct,Strategic,1073.68,879.5,18.08,106,93227.13
ORD-000205,2024-01-01,Medical,MED-004,EMEA,Direct,Standard,1073.68,957.61,10.81,56,53626.11
ORD-000206,2024-01-01,Medical,MED-004,North America,Distributor,Standard,1073.68,920.97,14.22,68,62625.71
ORD-000207,2024-01-01,Medical,MED-004,North America,Direct,Standard,1073.68,966.05,10.02,68,65691.74
ORD-000208,2024-01-01,Medical,MED-004,EMEA,Direct,Standard,1073.68,988.32,7.95,61,60287.6
ORD-000209,2024-01-01,Medical,MED-004,APAC,Distributor,Transactional,1073.68,966.79,9.96,51,49306.24
ORD-000210,2024-01-01,Medical,MED-004,North America,Distributor,Strategic,1073.68,861.28,19.78,144,124024.99
ORD-000211,2024-01-01,Medical,MED-004,North America,Direct,Standard,1073.68,985.52,8.21,69,68001.02
ORD-000212,2024-01-01,Medical,MED-004,EMEA,Direct,Standard,1073.68,942.61,12.21,74,69753.45
ORD-000213,2024-01-01,Medical,MED-004,EMEA,Direct,Standard,1073.68,967.73,9.87,85,82257.08
ORD-000214,2024-01-01,Medical,MED-004,APAC,Distributor,Standard,1073.68,922.85,14.05,50,46142.26
ORD-000215,2024-01-01,Medical,MED-004,EMEA,Distributor,Strategic,1073.68,833.65,22.36,77,64191.07
ORD-000216,2024-01-01,Medical,MED-004,North America,Distributor,Transactional,1073.68,988.0,7.98,50,49400.16
ORD-000217,2024-01-01,Medical,MED-004,EMEA,Direct,Strategic,1073.68,875.86,18.42,87,76200.1
ORD-000218,2024-01-01,Medical,MED-004,North America,Direct,Transactional,1073.68,993.21,7.49,53,52640.3
ORD-000219,2024-01-01,Medical,MED-004,North America,Direct,Standard,1073.68,955.97,10.96,97,92729.4
ORD-000220,2024-01-01,Medical,MED-004,APAC,Distributor,Standard,1073.68,922.44,14.09,75,69183.18
ORD-000221,2024-01-01,Medical,MED-004,APAC,Distributor,Strategic,1073.68,828.5,22.84,82,67936.91
ORD-000222,2024-01-01,Medical,MED-004,EMEA,Direct,Standard,1073.68,969.87,9.67,76,73710.19
ORD-000223,2024-01-01,Medical,MED-004,North America,Distributor,Transactional,1073.68,952.82,11.26,56,53357.84
ORD-000224,2024-01-01,Medical,MED-004,EMEA,Distributor,Standard,1073.68,920.45,14.27,41,37738.25
ORD-000225,2024-01-01,Medical,MED-005,APAC,Direct,Standard,940.94,839.87,10.74,72,60470.36
ORD-000226,2024-01-01,Medical,MED-005,EMEA,Direct,Standard,940.94,836.21,11.13,78,65224.54
ORD-000227,2024-01-01,Medical,MED-005,North America,Direct,Strategic,940.94,759.88,19.24,82,62309.9
ORD-000228,2024-01-01,Medical,MED-005,North America,Distributor,Transactional,940.94,863.72,8.21,67,57869.48
