initiative_id,initiative_name,business_unit,product_family,region,owner,priority,lifecycle_stage,quarter,checkpoint,planned_revenue,actual_revenue,planned_otd_pct,actual_otd_pct,backlog_days,customer_adoption_pct,gross_margin_pct,budget_utilization_pct,risk_level
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q1,Month1,296142.01,268039.68,95,83.2,72,61.2,36.1,84.7,Medium
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q1,Month2,284024.56,246672.05,95,89.5,63,57.5,38.5,98.2,Medium
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q1,Month3,273091.07,246019.13,95,90.2,51,52.7,40.1,106.8,Medium
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q2,Month1,305264.91,269933.08,95,82.1,47,66.3,45.7,92.5,Medium
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q2,Month2,287350.03,249682.51,95,89.2,43,80.7,34.7,103.1,Medium
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q2,Month3,298573.81,276822.67,95,85.0,65,28.4,33.8,85.8,Medium
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q3,Month1,324197.83,303958.3,95,80.0,58,62.2,34.6,87.8,Medium
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q3,Month2,332181.51,309840.34,95,82.2,65,59.9,38.7,94.0,Medium
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q3,Month3,323819.91,283956.04,95,86.6,51,58.3,34.2,99.4,Medium
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q4,Month1,354392.92,308615.38,95,83.3,32,53.2,34.2,106.0,Medium
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q4,Month2,361963.06,307933.37,95,84.3,77,64.7,37.9,89.3,High
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q4,Month3,342893.55,314720.87,95,83.4,72,68.5,38.5,90.5,Medium
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q1,Month1,278802.81,282497.13,95,97.0,1,88.3,39.4,94.0,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q1,Month2,273004.13,276934.75,95,97.7,6,87.8,37.0,101.1,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q1,Month3,277609.68,274827.2,95,96.7,1,74.5,38.6,80.5,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q2,Month1,268074.94,274318.93,95,96.4,0,83.8,39.6,93.1,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q2,Month2,271031.43,277523.8,95,98.8,5,84.1,33.4,92.0,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q2,Month3,276513.96,278851.68,95,96.3,9,71.4,34.2,81.4,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q3,Month1,283571.85,282092.78,95,97.4,8,83.0,39.6,83.3,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q3,Month2,280384.74,288360.51,95,96.4,11,87.3,38.7,107.6,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q3,Month3,266392.9,272768.62,95,98.8,2,83.6,41.2,98.7,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q4,Month1,278882.58,274168.28,95,95.9,9,82.6,37.1,92.9,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q4,Month2,281641.94,285606.53,95,99.0,9,67.2,41.2,91.7,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2024Q4,Month3,289285.24,292567.49,95,98.4,1,84.8,42.0,102.4,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q1,Month1,284163.45,290351.77,95,96.9,2,90.6,35.3,90.5,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q1,Month2,283565.06,290447.56,95,98.2,8,73.6,30.1,97.8,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q1,Month3,293088.53,302527.72,95,96.7,2,85.1,38.1,101.8,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q2,Month1,285827.04,284769.82,95,97.5,7,71.2,35.6,90.4,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q2,Month2,281717.0,280118.71,95,97.1,0,75.0,35.6,84.0,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q2,Month3,278773.84,288425.09,95,95.2,0,67.5,35.1,89.8,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q3,Month1,309075.07,310637.4,95,96.0,11,100.0,36.0,101.3,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q3,Month2,300512.3,301427.49,95,95.9,1,94.2,39.4,96.1,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q3,Month3,304026.52,314869.67,95,95.9,8,92.2,36.3,85.3,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q4,Month1,303339.67,308064.61,95,95.9,8,82.7,35.5,93.3,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q4,Month2,323709.68,326493.78,95,96.1,11,77.3,37.4,93.0,Low
INIT-0005,Pegasus Initiative 5,Biopharma Consumables,Pegasus,EMEA,PMM_13,Medium,Mature,2025Q4,Month3,305116.16,303769.14,95,96.0,5,80.3,37.9,106.4,Low
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q1,Month1,291209.26,252971.53,95,86.4,28,59.1,39.9,100.8,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q1,Month2,284343.75,261360.48,95,80.9,80,55.6,39.0,87.0,High
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q1,Month3,282707.94,266327.3,95,88.9,71,57.3,37.5,85.5,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q2,Month1,296451.3,269312.34,95,83.3,66,63.6,42.5,93.7,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q2,Month2,297159.09,261652.65,95,88.7,35,61.1,38.6,88.4,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q2,Month3,303159.29,278664.04,95,88.1,51,56.9,36.6,93.0,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q3,Month1,357678.05,325723.21,95,90.1,63,53.7,31.9,97.9,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q3,Month2,339660.56,323425.63,95,83.1,55,65.8,39.3,88.0,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q3,Month3,348122.43,323125.56,95,82.1,29,52.8,34.6,91.1,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q4,Month1,368085.8,317905.87,95,82.2,36,61.3,35.9,86.6,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q4,Month2,354457.35,318580.97,95,87.8,43,53.4,34.4,89.0,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2024Q4,Month3,382931.94,363371.28,95,83.9,50,55.2,42.9,104.0,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q1,Month1,397872.35,358672.38,95,82.3,50,58.0,37.9,91.0,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q1,Month2,402699.95,364041.91,95,83.6,79,43.2,35.1,91.6,High
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q1,Month3,385358.06,316984.54,95,90.6,61,60.2,43.3,85.0,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q2,Month1,403614.77,349164.42,95,80.7,51,55.4,41.0,97.0,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q2,Month2,410682.95,391469.96,95,81.0,75,72.0,42.1,79.7,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q2,Month3,441803.41,411867.66,95,90.1,58,63.6,44.5,101.4,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q3,Month1,464147.03,409101.52,95,81.3,67,48.5,36.5,89.4,High
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q3,Month2,487164.47,458936.5,95,83.4,36,59.2,46.9,91.2,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q3,Month3,475228.72,425779.75,95,83.3,58,41.3,36.6,81.2,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q4,Month1,495799.66,436090.05,95,90.1,51,51.3,38.1,104.6,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q4,Month2,514716.3,453674.12,95,85.9,69,70.1,42.9,96.8,Medium
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q4,Month3,537718.86,469825.72,95,82.9,37,66.3,36.1,95.2,Medium
