initiative_id,initiative_name,business_unit,product_family,region,owner,priority,lifecycle_stage,quarter,checkpoint,planned_revenue,actual_revenue,planned_otd_pct,actual_otd_pct,backlog_days,customer_adoption_pct,gross_margin_pct,budget_utilization_pct,risk_level,revenue_attainment,otd_attainment,backlog_score,adoption_score,margin_score,budget_score,aos_health,execution_score,revenue_variance_pct,otd_variance_pct,status,risk_category,priority_rank
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2024Q2,Month1,210170.48,213364.47,95,88.3,22,61.1,40.9,97.2,Low,1.015,0.929,0.756,0.611,0.818,0.944,0.892,0.843,1.5197139008294553,-6.700000000000003,Amber,Medium,105
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2024Q2,Month2,215959.0,207799.56,95,90.0,20,68.9,36.6,88.7,Low,0.962,0.947,0.778,0.689,0.732,0.774,0.862,0.863,-3.7782356836251334,-5.0,Amber,Medium,146
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2024Q2,Month3,198267.2,191628.79,95,89.5,23,84.0,41.6,90.8,Low,0.967,0.942,0.744,0.84,0.832,0.816,0.887,0.843,-3.3482139254501013,-5.5,Amber,Medium,110
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2024Q3,Month1,232567.33,242891.43,95,92.9,21,88.5,36.1,88.4,Low,1.044,0.978,0.767,0.885,0.722,0.768,0.914,0.872,4.439187567746513,-2.0999999999999943,Green,Low,75
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2024Q3,Month2,224755.97,215881.14,95,87.8,41,61.3,33.4,89.3,Medium,0.961,0.924,0.544,0.613,0.668,0.786,0.809,0.734,-3.948651508567264,-7.200000000000003,Amber,Medium,184
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2024Q3,Month3,225117.73,222054.19,95,89.0,31,94.6,36.6,92.7,Low,0.986,0.937,0.656,0.946,0.732,0.854,0.884,0.796,-1.3608612702340273,-6.0,Amber,Medium,124
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2024Q4,Month1,254278.03,244676.59,95,91.0,20,72.1,36.4,100.8,Low,0.962,0.958,0.778,0.721,0.728,0.984,0.888,0.868,-3.7759612971675147,-4.0,Amber,Medium,110
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2024Q4,Month2,263384.02,271301.47,95,91.8,42,78.0,40.3,107.5,Low,1.03,0.966,0.533,0.78,0.806,0.85,0.877,0.75,3.006047975120113,-3.200000000000003,Amber,Medium,127
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2024Q4,Month3,267379.9,254932.42,95,94.5,17,82.1,42.8,82.1,Low,0.953,0.995,0.811,0.821,0.856,0.642,0.886,0.903,-4.655353674677868,-0.5,Amber,Medium,112
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q1,Month1,304587.15,321843.68,95,93.8,22,80.8,36.1,90.3,Low,1.057,0.987,0.756,0.808,0.722,0.806,0.914,0.871,5.665547610921855,-1.2000000000000028,Green,Low,51
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q1,Month2,313660.79,308607.8,95,88.9,20,73.1,40.9,103.6,Low,0.984,0.936,0.778,0.731,0.818,0.928,0.896,0.857,-1.610972796440381,-6.099999999999994,Amber,Medium,88
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q1,Month3,314649.13,338494.97,95,93.8,36,85.5,39.8,91.8,Low,1.076,0.987,0.6,0.855,0.796,0.836,0.913,0.794,7.57854947827123,-1.2000000000000028,Green,Low,54
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q2,Month1,355571.2,348821.6,95,89.9,23,79.2,36.8,94.1,Low,0.981,0.946,0.744,0.792,0.736,0.882,0.885,0.845,-1.8982414773750054,-5.099999999999994,Amber,Medium,113
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q2,Month2,359935.73,360169.82,95,91.8,30,75.3,36.2,107.3,Low,1.001,0.966,0.667,0.753,0.724,0.854,0.877,0.816,0.06503661084161487,-3.200000000000003,Amber,Medium,132
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q2,Month3,344223.29,351789.8,95,89.5,41,88.7,39.9,97.0,Low,1.022,0.942,0.544,0.887,0.798,0.94,0.89,0.743,2.1981400503144366,-5.5,Amber,Medium,100
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q3,Month1,387931.86,390802.16,95,88.3,44,86.9,39.5,92.4,Medium,1.007,0.929,0.511,0.869,0.79,0.848,0.866,0.72,0.7398979810526489,-6.700000000000003,Amber,Medium,138
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q3,Month2,385279.69,407179.68,95,90.3,30,78.6,33.3,92.6,Low,1.057,0.951,0.667,0.786,0.666,0.852,0.89,0.809,5.684179718894601,-4.700000000000003,Amber,Medium,115
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q3,Month3,391304.29,413085.83,95,93.1,40,71.4,42.1,75.7,Low,1.056,0.98,0.556,0.714,0.842,0.514,0.856,0.768,5.566394378144956,-1.9000000000000057,Amber,Medium,148
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q4,Month1,439475.64,440651.8,95,91.0,34,93.7,39.9,96.3,Low,1.003,0.958,0.622,0.937,0.798,0.926,0.902,0.79,0.2676280305320164,-4.0,Green,Low,92
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q4,Month2,468420.45,467827.05,95,93.6,37,52.4,41.4,76.8,Low,0.999,0.985,0.589,0.524,0.828,0.536,0.824,0.787,-0.12668106185373063,-1.4000000000000057,Amber,Medium,170
INIT-0002,Cadence Initiative 2,Biopharma Consumables,Cadence,APAC,PMM_17,Low,Growth,2025Q4,Month3,436375.61,428908.67,95,93.5,19,84.0,44.8,95.2,Low,0.983,0.984,0.789,0.84,0.896,0.904,0.923,0.887,-1.7111267973936497,-1.5,Green,Low,49
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q1,Month1,306610.8,307005.66,95,97.3,15,68.1,36.5,82.3,Low,1.001,1.024,0.833,0.681,0.73,0.646,0.886,0.929,0.1287821564015312,2.299999999999997,Amber,Medium,109
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q1,Month2,304994.25,328378.56,95,93.8,12,93.9,39.0,107.0,Low,1.077,0.987,0.867,0.939,0.78,0.86,0.962,0.927,7.6671314295269495,-1.2000000000000028,Green,Low,7
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q1,Month3,307506.23,298631.66,95,97.6,23,85.4,42.4,97.6,Low,0.971,1.027,0.744,0.854,0.848,0.952,0.922,0.886,-2.885980553954958,2.5999999999999943,Green,Low,53
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q2,Month1,351661.7,369627.5,95,91.4,8,76.7,36.2,103.5,Low,1.051,0.962,0.911,0.767,0.724,0.93,0.939,0.937,5.108830446989248,-3.5999999999999943,Green,Low,22
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q2,Month2,380543.56,384702.94,95,95.1,8,76.9,37.8,94.1,Low,1.011,1.001,0.911,0.769,0.756,0.882,0.931,0.956,1.093010219381982,0.09999999999999432,Green,Low,33
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q2,Month3,386827.03,396911.39,95,98.6,28,81.0,36.1,102.8,Low,1.026,1.038,0.689,0.81,0.722,0.944,0.918,0.863,2.606942953288447,3.5999999999999943,Green,Low,58
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q3,Month1,404794.8,416453.98,95,92.6,20,88.6,42.6,85.4,Low,1.029,0.975,0.778,0.886,0.852,0.708,0.916,0.876,2.8802692129444334,-2.4000000000000057,Green,Low,70
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q3,Month2,424253.55,448893.47,95,94.6,29,75.0,36.3,110.0,Low,1.058,0.996,0.678,0.75,0.726,0.8,0.899,0.837,5.807828832546005,-0.4000000000000057,Amber,Medium,100
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q3,Month3,413782.84,430967.4,95,96.3,21,88.6,32.7,82.5,Low,1.042,1.014,0.767,0.886,0.654,0.65,0.901,0.89,4.153038342527688,1.2999999999999972,Green,Low,95
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q4,Month1,483838.33,516914.13,95,94.5,31,57.6,43.7,93.8,Low,1.068,0.995,0.656,0.576,0.874,0.876,0.904,0.825,6.836126439176489,-0.5,Green,Low,89
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q4,Month2,505858.9,512928.34,95,94.1,24,81.8,37.9,75.5,Low,1.014,0.991,0.733,0.818,0.758,0.51,0.872,0.862,1.3975122311775086,-0.9000000000000057,Amber,Medium,138
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2024Q4,Month3,497847.33,507726.74,95,92.9,26,77.1,32.7,104.0,Low,1.02,0.978,0.711,0.771,0.654,0.92,0.894,0.845,1.9844256270290679,-2.0999999999999943,Amber,Medium,102
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q1,Month1,553398.06,590244.68,95,96.1,32,68.1,39.5,87.8,Low,1.067,1.012,0.644,0.681,0.79,0.756,0.895,0.828,6.6582488561669315,1.0999999999999943,Amber,Medium,91
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q1,Month2,553223.3,563997.36,95,91.7,8,70.1,34.3,82.7,Low,1.019,0.965,0.911,0.701,0.686,0.654,0.891,0.938,1.9475065493445303,-3.299999999999997,Amber,Medium,96
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q1,Month3,548379.97,526789.52,95,95.2,29,86.5,36.1,86.1,Low,0.961,1.002,0.678,0.865,0.722,0.722,0.869,0.84,-3.9371332253437252,0.20000000000000284,Amber,Medium,131
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q2,Month1,637609.12,668720.75,95,94.7,33,83.8,37.2,93.0,Low,1.049,0.997,0.633,0.838,0.744,0.86,0.906,0.815,4.879420482567753,-0.29999999999999716,Green,Low,71
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q2,Month2,623221.1,664588.58,95,92.2,10,68.3,38.2,104.2,Low,1.066,0.971,0.889,0.683,0.764,0.916,0.937,0.93,6.637689256669901,-2.799999999999997,Green,Low,23
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q2,Month3,629340.52,612786.92,95,93.2,12,53.4,33.3,93.7,Low,0.974,0.981,0.867,0.534,0.666,0.874,0.874,0.924,-2.6303089462601226,-1.7999999999999972,Amber,Medium,134
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q3,Month1,733956.17,744816.87,95,93.1,16,100.0,41.0,88.5,Low,1.015,0.98,0.822,1.0,0.82,0.77,0.934,0.901,1.4797477620495993,-1.9000000000000057,Green,Low,31
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q3,Month2,708466.34,755901.11,95,93.4,13,93.8,38.0,78.9,Low,1.067,0.983,0.856,0.938,0.76,0.578,0.926,0.919,6.695416185898122,-1.5999999999999943,Green,Low,49
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q3,Month3,723387.47,696789.76,95,97.3,28,71.5,36.5,87.3,Low,0.963,1.024,0.689,0.715,0.73,0.746,0.864,0.857,-3.6768275790013285,2.299999999999997,Amber,Medium,140
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q4,Month1,862586.24,821502.57,95,92.1,26,69.4,40.4,93.2,Low,0.952,0.969,0.711,0.694,0.808,0.864,0.87,0.84,-4.762847828409603,-2.9000000000000057,Amber,Medium,134
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q4,Month2,788624.22,823305.15,95,98.6,31,80.9,43.3,101.9,Low,1.044,1.038,0.656,0.809,0.866,0.962,0.935,0.847,4.397649618217414,3.5999999999999943,Green,Low,23
INIT-0003,Pegasus Initiative 3,Biopharma Consumables,Pegasus,North America,PMM_01,Medium,Growth,2025Q4,Month3,805199.12,809472.1,95,98.0,11,77.1,36.6,89.5,Low,1.005,1.032,0.878,0.771,0.732,0.79,0.919,0.955,0.5306737046607777,3.0,Green,Low,58
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q1,Month1,202824.05,181893.51,95,82.7,43,65.1,36.3,98.7,Medium,0.897,0.871,0.522,0.651,0.726,0.974,0.801,0.696,-10.319555299285257,-12.299999999999997,Amber,Medium,190
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q1,Month2,217866.35,197137.3,95,86.9,50,43.7,38.5,92.7,Medium,0.905,0.915,0.444,0.437,0.77,0.854,0.772,0.68,-9.514571662856616,-8.099999999999994,Amber,Medium,211
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q1,Month3,205571.94,189336.59,95,80.1,71,62.6,39.9,88.5,Medium,0.921,0.843,0.211,0.626,0.798,0.77,0.742,0.527,-7.897648871728313,-14.900000000000006,Red,High,226
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q2,Month1,228709.92,215629.56,95,89.6,57,59.6,43.3,88.8,Medium,0.943,0.943,0.367,0.596,0.866,0.776,0.797,0.655,-5.719192241420929,-5.400000000000006,Amber,Medium,190
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q2,Month2,234711.25,217029.35,95,87.4,57,52.6,40.5,99.1,Medium,0.925,0.92,0.367,0.526,0.81,0.982,0.794,0.643,-7.53346931602128,-7.599999999999994,Amber,Medium,191
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q2,Month3,228495.05,198012.49,95,81.6,32,56.0,39.0,88.7,Medium,0.867,0.859,0.644,0.56,0.78,0.774,0.783,0.752,-13.340577837463,-13.400000000000006,Amber,Medium,200
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q3,Month1,246323.92,236391.39,95,90.2,68,63.3,35.4,92.6,Medium,0.96,0.949,0.244,0.633,0.708,0.852,0.782,0.597,-4.032304292656595,-4.799999999999997,Amber,Medium,207
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q3,Month2,251945.86,210225.71,95,89.7,60,50.2,38.2,110.0,Medium,0.834,0.944,0.333,0.502,0.764,0.8,0.737,0.639,-16.559172673049677,-5.299999999999997,Red,High,227
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q3,Month3,246481.03,227037.46,95,86.3,29,68.3,44.0,97.7,Medium,0.921,0.908,0.678,0.683,0.88,0.954,0.857,0.793,-7.88846508796235,-8.700000000000003,Amber,Medium,156
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q4,Month1,282752.23,247724.66,95,82.9,39,70.7,38.8,83.0,Medium,0.876,0.873,0.567,0.707,0.776,0.66,0.78,0.72,-12.388079132037253,-12.099999999999994,Amber,Medium,200
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q4,Month2,270500.73,249307.91,95,85.9,74,67.0,40.0,87.0,Medium,0.922,0.904,0.178,0.67,0.8,0.74,0.751,0.541,-7.834662775216902,-9.099999999999994,Amber,Medium,225
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2024Q4,Month3,258914.77,245860.18,95,81.9,71,53.2,36.1,88.0,Medium,0.95,0.862,0.211,0.532,0.722,0.76,0.738,0.537,-5.0420414408957805,-13.099999999999994,Red,High,230
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q1,Month1,296142.01,268039.68,95,83.2,72,61.2,36.1,84.7,Medium,0.905,0.876,0.2,0.612,0.722,0.694,0.725,0.538,-9.489477700242533,-11.799999999999997,Red,High,239
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q1,Month2,284024.56,246672.05,95,89.5,63,57.5,38.5,98.2,Medium,0.868,0.942,0.3,0.575,0.77,0.964,0.768,0.621,-13.151154956458699,-5.5,Amber,Medium,217
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q1,Month3,273091.07,246019.13,95,90.2,51,52.7,40.1,106.8,Medium,0.901,0.949,0.433,0.527,0.802,0.864,0.789,0.691,-9.913154611756438,-4.799999999999997,Amber,Medium,203
INIT-0004,Pegasus Initiative 4,Biopharma Consumables,Pegasus,APAC,PMM_06,Medium,Launch,2025Q2,Month1,305264.91,269933.08,95,82.1,47,66.3,45.7,92.5,Medium,0.884,0.864,0.478,0.663,0.914,0.85,0.797,0.671,-11.574153740762396,-12.900000000000006,Amber,Medium,182
