sku,price_change_pct,baseline_quantity,baseline_revenue,baseline_avg_price,quantity_change_pct,scenario_quantity,scenario_revenue,revenue_change,revenue_change_pct
BIO-007,10.0,10541,3662326.73,347.43636561996016,-6.382450316880995,9868.225912097574,3771438.6006174874,109111.87061748747,2.979304651430908
BIO-008,-10.0,10165,34285196.87,3372.867375307427,7.563040303940216,10933.783046895524,33190380.114807013,-1094816.755192984,-3.193263726453801
BIO-008,-5.0,10165,34285196.87,3372.867375307427,3.613113150618852,10532.272951760406,33747761.83548425,-537435.0345157459,-1.5675425069120976
BIO-008,-2.0,10165,34285196.87,3372.867375307427,1.4077955590648505,10308.102418578943,34072505.10197345,-212691.76802654564,-0.620360352116437
BIO-008,0.0,10165,34285196.87,3372.867375307427,0.0,10165.0,34285196.87,0.0,0.0
BIO-008,2.0,10165,34285196.87,3372.867375307427,-1.360947800621437,10026.659656066831,34494965.102004185,209768.232004188,0.6118332433661421
BIO-008,5.0,10165,34285196.87,3372.867375307427,-3.3198042548880036,9827.541897490635,34804345.21778867,519148.34778866917,1.5142055323676173
BIO-008,10.0,10165,34285196.87,3372.867375307427,-6.382450316880995,9516.223925289047,35306657.33510015,1021460.4651001543,2.9793046514309087
BIO-009,-10.0,10661,25341294.96,2377.0091886314603,7.563040303940216,11467.295726803066,24532080.580228653,-809214.3797713481,-3.193263726453812
BIO-009,-5.0,10661,25341294.96,2377.0091886314603,3.613113150618852,11046.193992987475,24944059.389700025,-397235.5702999756,-1.5675425069121076
BIO-009,-2.0,10661,25341294.96,2377.0091886314603,1.4077955590648505,10811.085084551903,25184087.61335527,-157207.34664472938,-0.6203603521164704
BIO-009,0.0,10661,25341294.96,2377.0091886314603,0.0,10661.0,25341294.959999997,-3.725290298461914e-09,-1.4700473296025728e-14
BIO-009,2.0,10661,25341294.96,2377.0091886314603,-1.360947800621437,10515.909354975749,25496341.42686475,155046.4668647498,0.6118332433661463
BIO-009,5.0,10661,25341294.96,2377.0091886314603,-3.3198042548880036,10307.07566838639,25725014.25025791,383719.2902579084,1.5142055323675865
BIO-009,10.0,10661,25341294.96,2377.0091886314603,-6.382450316880995,9980.566971717317,26096289.33947611,754994.3794761077,2.979304651430913
BIO-010,-10.0,9964,27639873.959999997,2773.973701324769,7.563040303940216,10717.581335884603,26757259.890797768,-882614.0692022294,-3.1932637264538
BIO-010,-5.0,9964,27639873.959999997,2773.973701324769,3.613113150618852,10324.010594327663,27206607.18682007,-433266.773179926,-1.5675425069120903
BIO-010,-2.0,9964,27639873.959999997,2773.973701324769,1.4077955590648505,10104.272749505222,27468407.1405772,-171466.81942279637,-0.6203603521164406
BIO-010,0.0,9964,27639873.959999997,2773.973701324769,0.0,9964.0,27639873.96,3.725290298461914e-09,1.3477956896088228e-14
BIO-010,2.0,9964,27639873.959999997,2773.973701324769,-1.360947800621437,9828.39516114608,27808983.89731178,169109.93731178343,0.6118332433661483
BIO-010,5.0,9964,27639873.959999997,2773.973701324769,-3.3198042548880036,9633.214704042959,28058398.460641753,418524.50064175576,1.514205532367615
BIO-010,10.0,9964,27639873.959999997,2773.973701324769,-6.382450316880995,9328.052650425978,28463350.010539923,823476.0505399257,2.979304651430928
FOO-001,-10.0,9267,23145479.46,2497.6237682097767,7.563040303940216,9967.86694496614,22406383.26009,-739096.19991,-3.193263726453822
FOO-001,-5.0,9267,23145479.46,2497.6237682097767,3.613113150618852,9601.827195667849,22782664.231035892,-362815.228964109,-1.567542506912099
FOO-001,-2.0,9267,23145479.46,2497.6237682097767,1.4077955590648505,9397.46041445854,23001894.082122903,-143585.37787709758,-0.6203603521164541
FOO-001,0.0,9267,23145479.46,2497.6237682097767,0.0,9267.0,23145479.46,0.0,0.0
FOO-001,2.0,9267,23145479.46,2497.6237682097767,-1.360947800621437,9140.88096731641,23287091.19767276,141611.73767275736,0.611833243366121
FOO-001,5.0,9267,23145479.46,2497.6237682097767,-3.3198042548880036,8959.353739699529,23495949.590476327,350470.13047632575,1.5142055323675967
FOO-001,10.0,9267,23145479.46,2497.6237682097767,-6.382450316880995,8675.538329134639,23835053.80614777,689574.3461477682,2.97930465143092
FOO-002,-10.0,9189,7340724.06,798.8599477636304,7.563040303940216,9883.967773529066,7106315.3813329525,-234408.67866704706,-3.193263726453805
FOO-002,-5.0,9189,7340724.06,798.8599477636304,3.613113150618852,9521.008967410366,7225655.090044376,-115068.96995562315,-1.5675425069120927
FOO-002,-2.0,9189,7340724.06,798.8599477636304,1.4077955590648505,9318.362333922469,7295185.118373487,-45538.941626512446,-0.6203603521164429
FOO-002,0.0,9189,7340724.06,798.8599477636304,0.0,9189.0,7340724.06,0.0,0.0
FOO-002,2.0,9189,7340724.06,798.8599477636304,-1.360947800621437,9063.942506600895,7385637.050102855,44912.99010285549,0.611833243366125
FOO-002,5.0,9189,7340724.06,798.8599477636304,-3.3198042548880036,8883.943187018342,7451877.70983236,111153.64983236045,1.514205532367613
FOO-002,10.0,9189,7340724.06,798.8599477636304,-6.382450316880995,8602.516640381806,7559426.593368288,218702.53336828854,2.979304651430918
FOO-003,-10.0,7822,3023835.0,386.5807977499361,7.563040303940216,8413.581012574205,2927275.973797186,-96559.02620281419,-3.1932637264537975
FOO-003,-5.0,7822,3023835.0,386.5807977499361,3.613113150618852,8104.617710641407,2976435.101036115,-47399.898963884916,-1.5675425069120805
FOO-003,-2.0,7822,3023835.0,386.5807977499361,1.4077955590648505,7932.1177686300525,3005076.3265465796,-18758.6734534204,-0.6203603521164481
FOO-003,0.0,7822,3023835.0,386.5807977499361,0.0,7822.0,3023835.0,0.0,0.0
FOO-003,2.0,7822,3023835.0,386.5807977499361,-1.360947800621437,7715.546663035391,3042335.827754541,18500.827754540835,0.6118332433661504
FOO-003,5.0,7822,3023835.0,386.5807977499361,-3.3198042548880036,7562.324911182661,3069622.0768596684,45787.07685966836,1.514205532367618
FOO-003,10.0,7822,3023835.0,386.5807977499361,-6.382450316880995,7322.7647362135685,3113924.256806596,90089.25680659618,2.9793046514309207
FOO-004,-10.0,9311,35295199.44,3790.6991128772415,7.563040303940216,10015.194682699874,34168130.63910295,-1127068.800897047,-3.1932637264538064
FOO-004,-5.0,9311,35295199.44,3790.6991128772415,3.613113150618852,9647.416965454122,34741932.1858786,-553267.2541214004,-1.5675425069120972
FOO-004,-2.0,9311,35295199.44,3790.6991128772415,1.4077955590648505,9442.079844504528,35076242.01647381,-218957.42352619022,-0.6203603521164583
FOO-004,0.0,9311,35295199.44,3790.6991128772415,0.0,9311.0,35295199.44,0.0,0.0
FOO-004,2.0,9311,35295199.44,3790.6991128772415,-1.360947800621437,9184.282150284138,35511147.20348629,215947.76348629594,0.6118332433661294
FOO-004,5.0,9311,35295199.44,3790.6991128772415,-3.3198042548880036,9001.893025827378,35829641.302580655,534441.862580657,1.5142055323675967
FOO-004,10.0,9311,35295199.44,3790.6991128772415,-6.382450316880995,8716.730050995211,36346750.958647735,1051551.5186477378,2.979304651430914
FOO-005,-10.0,8441,32908751.249999996,3898.679214548039,7.563040303940216,9079.396232055593,31857888.033504833,-1050863.2164951637,-3.1932637264538073
FOO-005,-5.0,8441,32908751.249999996,3898.679214548039,3.613113150618852,8745.982881043738,32392892.58566228,-515858.664337717,-1.5675425069121
FOO-005,-2.0,8441,32908751.249999996,3898.679214548039,1.4077955590648505,8559.832023140663,32704598.404868368,-204152.84513162822,-0.6203603521164548
FOO-005,0.0,8441,32908751.249999996,3898.679214548039,0.0,8441.0,32908751.249999996,0.0,0.0
FOO-005,2.0,8441,32908751.249999996,3898.679214548039,-1.360947800621437,8326.122396149545,33110097.930124167,201346.68012417108,0.611833243366143
FOO-005,5.0,8441,32908751.249999996,3898.679214548039,-3.3198042548880036,8160.775322844904,33407057.38206059,498306.13206059486,1.5142055323676098
FOO-005,10.0,8441,32908751.249999996,3898.679214548039,-6.382450316880995,7902.257368752075,33889203.20671908,980451.9567190818,2.979304651430923
FOO-006,-10.0,9862,32058710.419999998,3250.731131616305,7.563040303940216,10607.867034774585,31034991.248989277,-1023719.1710107215,-3.1932637264537904
FOO-006,-5.0,9862,32058710.419999998,3250.731131616305,3.613113150618852,10218.325218914031,31556176.50699864,-502533.9130013585,-1.5675425069120996
FOO-006,-2.0,9862,32058710.419999998,3250.731131616305,1.4077955590648505,10000.836798034976,31859830.891154494,-198879.52884550393,-0.6203603521164465
FOO-006,0.0,9862,32058710.419999998,3250.731131616305,0.0,9862.0,32058710.419999998,0.0,0.0
FOO-006,2.0,9862,32058710.419999998,3250.731131616305,-1.360947800621437,9727.783327902715,32254856.267744046,196145.84774404764,0.6118332433661493
FOO-006,5.0,9862,32058710.419999998,3250.731131616305,-3.3198042548880036,9534.600904382945,32544145.18678535,485434.7667853534,1.5142055323676162
FOO-006,10.0,9862,32058710.419999998,3250.731131616305,-6.382450316880995,9232.562749749197,33013837.07073183,955126.6507318318,2.9793046514309287
FOO-007,-10.0,11011,14419777.969999999,1309.5793270365996,7.563040303940216,11843.766367866858,13959316.430648811,-460461.53935118765,-3.193263726453811
FOO-007,-5.0,11011,14419777.969999999,1309.5793270365996,3.613113150618852,11408.839889014642,14193741.820917903,-226036.1490820963,-1.5675425069120972
FOO-007,-2.0,11011,14419777.969999999,1309.5793270365996,1.4077955590648505,11166.012369008631,14330323.384610897,-89454.58538910188,-0.6203603521164472
FOO-007,0.0,11011,14419777.969999999,1309.5793270365996,0.0,11011.0,14419777.969999999,0.0,0.0
FOO-007,2.0,11011,14419777.969999999,1309.5793270365996,-1.360947800621437,10861.146037673574,14508002.965240045,88224.99524004571,0.6118332433661301
FOO-007,5.0,11011,14419777.969999999,1309.5793270365996,-3.3198042548880036,10645.456353494283,14638123.045776863,218345.07577686384,1.5142055323675963
FOO-007,10.0,11011,14419777.969999999,1309.5793270365996,-6.382450316880995,10308.228395608234,14849387.08578622,429609.1157862209,2.979304651430919
FOO-008,-10.0,9304,4751183.56,510.6603138435081,7.563040303940216,10007.665269878598,4599465.738801283,-151717.82119871676,-3.193263726453809
FOO-008,-5.0,9304,4751183.56,510.6603138435081,3.613113150618852,9640.164047533577,4676706.73811558,-74476.82188441977,-1.5675425069121045
FOO-008,-2.0,9304,4751183.56,510.6603138435081,1.4077955590648505,9434.981298815394,4721709.100937485,-29474.459062514827,-0.6203603521164489
FOO-008,0.0,9304,4751183.56,510.6603138435081,0.0,9304.0,4751183.56,0.0,0.0
FOO-008,2.0,9304,4751183.56,510.6603138435081,-1.360947800621437,9177.377416630181,4780252.880473427,29069.320473426953,0.6118332433661425
FOO-008,5.0,9304,4751183.56,510.6603138435081,-3.3198042548880036,8995.12541212522,4823126.24431846,71942.68431846052,1.5142055323676133
FOO-008,10.0,9304,4751183.56,510.6603138435081,-6.382450316880995,8710.176822517393,4892735.792801101,141552.23280110117,2.9793046514309203
FOO-009,-10.0,10024,27682878.04,2761.6598204309657,7.563040303940216,10782.119160066968,26798890.73711024,-883987.3028897606,-3.1932637264537855
FOO-009,-5.0,10024,27682878.04,2761.6598204309657,3.613113150618852,10386.178462218033,27248937.159586366,-433940.88041363284,-1.5675425069120914
FOO-009,-2.0,10024,27682878.04,2761.6598204309657,1.4077955590648505,10165.117426840661,27511144.440315094,-171733.59968490526,-0.6203603521164278
FOO-009,0.0,10024,27682878.04,2761.6598204309657,0.0,10024.0,27682878.04,0.0,0.0
FOO-009,2.0,10024,27682878.04,2761.6598204309657,-1.360947800621437,9887.578592465707,27852251.09056922,169373.05056922138,0.6118332433661272
FOO-009,5.0,10024,27682878.04,2761.6598204309657,-3.3198042548880036,9691.222821490026,28102053.710800257,419175.6708002575,1.5142055323676074
FOO-009,10.0,10024,27682878.04,2761.6598204309657,-6.382450316880995,9384.22318023585,28507635.313095666,824757.2730956674,2.9793046514309154
FOO-010,-10.0,8364,15305296.739999998,1829.901571018651,7.563040303940216,8996.57269102156,14816558.250975462,-488738.4890245367,-3.193263726453805
FOO-010,-5.0,8364,15305296.739999998,1829.901571018651,3.613113150618852,8666.20078391776,15065379.707791466,-239917.0322085321,-1.5675425069121014
FOO-010,-2.0,8364,15305296.739999998,1829.901571018651,1.4077955590648505,8481.748020560184,15210348.747251267,-94947.99274873175,-0.6203603521164514
FOO-010,0.0,8364,15305296.739999998,1829.901571018651,0.0,8364.0,15305296.739999998,0.0,0.0
FOO-010,2.0,8364,15305296.739999998,1829.901571018651,-1.360947800621437,8250.170325956024,15398939.633451153,93642.89345115423,0.611833243366141
FOO-010,5.0,8364,15305296.739999998,1829.901571018651,-3.3198042548880036,8086.3315721211675,15537050.389982356,231753.6499823574,1.5142055323675967
FOO-010,10.0,8364,15305296.739999998,1829.901571018651,-6.382450316880995,7830.1718554960735,15761288.15769012,455991.4176901225,2.9793046514309043
IND-001,-10.0,9569,23968891.46,2504.848099069913,7.563040303940216,10292.70732668404,23203501.543374736,-765389.916625265,-3.19326372645381
IND-001,-5.0,9569,23968891.46,2504.848099069913,3.613113150618852,9914.738797382717,23593168.897928875,-375722.56207112595,-1.567542506912107
IND-001,-2.0,9569,23968891.46,2504.848099069913,1.4077955590648505,9703.711957046915,23820197.960540332,-148693.499459669,-0.6203603521164637
IND-001,0.0,9569,23968891.46,2504.848099069913,0.0,9569.0,23968891.459999997,-3.725290298461914e-09,-1.5542188526652514e-14
IND-001,2.0,9569,23968891.46,2504.848099069913,-1.360947800621437,9438.770904958536,24115541.106018625,146649.6460186243,0.6118332433661255
IND-001,5.0,9569,23968891.46,2504.848099069913,-3.3198042548880036,9251.327930849768,24331829.740534507,362938.28053450584,1.5142055323676025
IND-001,10.0,9569,23968891.46,2504.848099069913,-6.382450316880995,8958.263329177658,24682997.758164205,714106.2981642038,2.9793046514309
IND-002,-10.0,9750,6569945.63,673.8405774358974,7.563040303940216,10487.396429634171,6360149.9393494725,-209795.69065052737,-3.193263726453812
IND-002,-5.0,9750,6569945.63,673.8405774358974,3.613113150618852,10102.278532185339,6466958.939568737,-102986.6904312633,-1.56754250691209
IND-002,-2.0,9750,6569945.63,673.8405774358974,1.4077955590648505,9887.260067008823,6529188.292155873,-40757.33784412686,-0.6203603521164429
IND-002,0.0,9750,6569945.63,673.8405774358974,0.0,9750.0,6569945.63,0.0,0.0
IND-002,2.0,9750,6569945.63,673.8405774358974,-1.360947800621437,9617.30758943941,6610142.741435421,40197.11143542081,0.6118332433661375
IND-002,5.0,9750,6569945.63,673.8405774358974,-3.3198042548880036,9426.31908514842,6669428.1102030035,99482.48020300362,1.5142055323676038
IND-002,10.0,9750,6569945.63,673.8405774358974,-6.382450316880995,9127.711094104103,6765684.325751072,195738.6957510719,2.979304651430912
IND-003,-10.0,10514,13286441.89,1263.6904974319955,7.563040303940216,11309.178057556273,12862170.760590268,-424271.1294097323,-3.1932637264537966
IND-003,-5.0,10514,13286441.89,1263.6904974319955,3.613113150618852,10893.882716656066,13078171.265718075,-208270.62428192608,-1.567542506912105
IND-003,-2.0,10514,13286441.89,1263.6904974319955,1.4077955590648505,10662.01562508008,13204018.07230745,-82423.8176925499,-0.6203603521164378
IND-003,0.0,10514,13286441.89,1263.6904974319955,0.0,10514.0,13286441.89,0.0,0.0
IND-003,2.0,10514,13286441.89,1263.6904974319955,-1.360947800621437,10370.909948242663,13367732.758343544,81290.86834354326,0.6118332433661309
IND-003,5.0,10514,13286441.89,1263.6904974319955,-3.3198042548880036,10164.955780641076,13487625.928153189,201184.0381531883,1.514205532367615
IND-003,10.0,10514,13286441.89,1263.6904974319955,-6.382450316880995,9842.949173683131,13682285.471238434,395843.5812384337,2.9793046514309007
IND-004,-10.0,9869,15296088.75,1549.9127317864018,7.563040303940216,10615.39644759586,14807644.29638007,-488444.4536199309,-3.193263726453803
IND-004,-5.0,9869,15296088.75,1549.9127317864018,3.613113150618852,10225.578136834574,15056316.05694875,-239772.69305125065,-1.5675425069121063
IND-004,-2.0,9869,15296088.75,1549.9127317864018,1.4077955590648505,10007.93534372411,15201197.879970454,-94890.87002954632,-0.6203603521164607
IND-004,0.0,9869,15296088.75,1549.9127317864018,0.0,9869.0,15296088.749999998,-1.862645149230957e-09,-1.217726426457193e-14
IND-004,2.0,9869,15296088.75,1549.9127317864018,-1.360947800621437,9734.68806155667,15389675.305907285,93586.55590728484,0.6118332433661177
IND-004,5.0,9869,15296088.75,1549.9127317864018,-3.3198042548880036,9541.368518085103,15527702.972088357,231614.22208835743,1.5142055323675958
IND-004,10.0,9869,15296088.75,1549.9127317864018,-6.382450316880995,9239.115978227015,15751805.83361575,455717.0836157501,2.9793046514309096
IND-005,-10.0,8733,16523431.709999997,1892.0682136722774,7.563040303940216,9393.4803097431,15995794.958839202,-527636.7511607949,-3.193263726453801
IND-005,-5.0,8733,16523431.709999997,1892.0682136722774,3.613113150618852,9048.533171443545,16264419.894345159,-259011.81565483846,-1.5675425069120736
IND-005,-2.0,8733,16523431.709999997,1892.0682136722774,1.4077955590648505,8855.942786173133,16420926.89086212,-102504.81913787685,-0.6203603521164482
IND-005,0.0,8733,16523431.709999997,1892.0682136722774,0.0,8733.0,16523431.709999999,1.862645149230957e-09,1.1272750006910987e-14
IND-005,2.0,8733,16523431.709999997,1892.0682136722774,-1.360947800621437,8614.14842857173,16624527.558146682,101095.84814668447,0.6118332433661535
IND-005,5.0,8733,16523431.709999997,1892.0682136722774,-3.3198042548880036,8443.08149442063,16773630.4270898,250198.71708980203,1.5142055323675983
IND-005,10.0,8733,16523431.709999997,1892.0682136722774,-6.382450316880995,8175.620613826783,17015715.07951204,492283.3695120439,2.9793046514309345
IND-006,-10.0,8269,26382243.88,3190.499925021163,7.563040303940216,8894.387802732817,25539789.255955383,-842454.6240446158,-3.193263726453793
IND-006,-5.0,8269,26382243.88,3190.499925021163,3.613113150618852,8567.768326424673,25968690.992903784,-413552.88709621504,-1.5675425069120963
IND-006,-2.0,8269,26382243.88,3190.499925021163,1.4077955590648505,8385.410614779072,26218578.898969807,-163664.98103019223,-0.6203603521164639
IND-006,0.0,8269,26382243.88,3190.499925021163,0.0,8269.0,26382243.88,0.0,0.0
IND-006,2.0,8269,26382243.88,3190.499925021163,-1.360947800621437,8156.4632263666135,26543659.218403764,161415.3384037651,0.6118332433661253
IND-006,5.0,8269,26382243.88,3190.499925021163,-3.3198042548880036,7994.485386163311,26781725.27639367,399481.39639367163,1.5142055323675965
IND-006,10.0,8269,26382243.88,3190.499925021163,-6.382450316880995,7741.235183297111,27168251.29906869,786007.4190686904,2.9793046514309243
IND-007,-10.0,10235,9250715.39,903.8314987787006,7.563040303940216,11009.077175108281,8955315.65101365,-295399.7389863506,-3.193263726453815
IND-007,-5.0,10235,9250715.39,903.8314987787006,3.613113150618852,10604.80213096584,9105706.494068291,-145008.89593170956,-1.5675425069121012
IND-007,-2.0,10235,9250715.39,903.8314987787006,1.4077955590648505,10379.087875470288,9193327.619433306,-57387.77056669444,-0.6203603521164479
IND-007,0.0,10235,9250715.39,903.8314987787006,0.0,10235.0,9250715.39,0.0,0.0
IND-007,2.0,10235,9250715.39,903.8314987787006,-1.360947800621437,10095.706992606396,9307314.342005208,56598.95200520754,0.6118332433661386
IND-007,5.0,10235,9250715.39,903.8314987787006,-3.3198042548880036,9895.218034512212,9390790.234218962,140074.8442189619,1.5142055323676096
IND-007,10.0,10235,9250715.39,903.8314987787006,-6.382450316880995,9581.75621006723,9526322.383904906,275606.9939049054,2.9793046514309136
IND-008,-10.0,9610,20371226.04,2119.7945931321538,7.563040303940216,10336.808173208654,19720719.068230763,-650506.971769236,-3.193263726453825
IND-008,-5.0,9610,20371226.04,2119.7945931321538,3.613113150618852,9957.22017377447,20051898.41264385,-319327.62735614926,-1.5675425069121136
IND-008,-2.0,9610,20371226.04,2119.7945931321538,1.4077955590648505,9745.289153226133,20244851.030407816,-126375.00959218293,-0.6203603521164548
IND-008,0.0,9610,20371226.04,2119.7945931321538,0.0,9610.0,20371226.04,0.0,0.0
IND-008,2.0,9610,20371226.04,2119.7945931321538,-1.360947800621437,9479.21291636028,20495863.972993977,124637.93299397826,0.6118332433661331
IND-008,5.0,9610,20371226.04,2119.7945931321538,-3.3198042548880036,9290.966811105263,20679688.271708786,308462.2317087874,1.5142055323675914
IND-008,10.0,9610,20371226.04,2119.7945931321538,-6.382450316880995,8996.646524547736,20978146.92496322,606920.8849632218,2.979304651430896
IND-009,-10.0,9546,23250579.300000004,2435.6357950974234,7.563040303940216,10267.967827414133,22508126.985022727,-742452.3149772771,-3.1932637264538046
IND-009,-5.0,9546,23250579.300000004,2435.6357950974234,3.613113150618852,9890.907781358075,22886116.586369198,-364462.71363080665,-1.5675425069121034
IND-009,-2.0,9546,23250579.300000004,2435.6357950974234,1.4077955590648505,9680.38816406833,23106341.92438541,-144237.37561459467,-0.6203603521164508
IND-009,0.0,9546,23250579.300000004,2435.6357950974234,0.0,9546.0,23250579.300000004,0.0,0.0
IND-009,2.0,9546,23250579.300000004,2435.6357950974234,-1.360947800621437,9416.083922952677,23392834.073432606,142254.77343260124,0.6118332433661178
IND-009,5.0,9546,23250579.300000004,2435.6357950974234,-3.3198042548880036,9229.09148582839,23602640.858068116,352061.55806811154,1.5142055323675805
